gene local.h2 local.se global.h2 global.se
SMG7 0.201617 0.040107 0.093015 0.308769
SDCCAG8 0.162733 0.035588 0.000001 0.383002
SERPINB9 0.185013 0.039105 0.000001 0.308722
WFDC3 0.187251 0.034872 0.000001 0.295777
DNAJB5 0.200656 0.045235 0.291869 0.322860
INHBB 0.200877 0.039467 0.070577 0.302848
MXD3 0.200877 0.039467 0.070577 0.302848
MBOAT4 0.162721 0.037412 0.000001 0.373177
EPSTI1 0.203547 0.040403 0.539280 0.308478
GEMIN7 0.201446 0.038487 0.484875 0.313642
KRBA1 0.152198 0.036463 0.000001 0.294058
TNFAIP8L2 0.200985 0.050751 0.059628 0.266913
DNAH6 0.200583 0.043058 0.097328 0.307059
SMAD5 0.200638 0.036104 0.148699 0.297849
ARRDC1 0.200638 0.036104 0.148699 0.297849
TRIM7 0.166122 0.041648 0.000001 0.378567
BTBD17 0.201902 0.039628 0.252730 0.321346
DBNL 0.044039 0.015251 0.000001 0.358223
ASB13 0.165239 0.041664 0.000001 0.380271
HSD3B7 0.185550 0.046043 0.000001 0.296412
SSU72 0.199940 0.040174 0.517559 0.321410
PLAC9 0.200136 0.041015 0.080925 0.317284
FLVCR2 0.161208 0.039391 0.000001 0.398085
MMEL1 0.161208 0.039391 0.000001 0.398085
NAT6 0.155374 0.048953 0.000001 0.285580
MLLT4 0.155374 0.048953 0.000001 0.285580
ZNF160 0.204836 0.039030 0.447447 0.325177
NELL2 0.199504 0.042145 0.100036 0.292689
NAPB 0.199504 0.042145 0.100036 0.292689
PNRC1 0.198011 0.037278 0.650450 0.327649
C20orf111 0.198011 0.037278 0.650450 0.327649
PPP4R4 0.180297 0.034767 0.000001 0.288557
MDM4 0.203680 0.038450 0.709771 0.330144
MAP1LC3A 0.203680 0.038450 0.709771 0.330144
FN1 0.203680 0.038450 0.709771 0.330144
ZDHHC18 0.203680 0.038450 0.709771 0.330144
SESN1 0.199276 0.040432 0.172692 0.316788
AP1S3 0.199276 0.040432 0.172692 0.316788
RNH1 0.199276 0.040432 0.172692 0.316788
FSTL4 0.141330 0.041612 0.000001 0.431157
HDDC3 0.199435 0.036158 0.239585 0.317587
EI24 0.198222 0.038801 0.128994 0.338864
F13A1 0.198625 0.038736 0.074955 0.335907
CHN1 0.197892 0.039717 0.408975 0.330057
KIAA1671 0.201695 0.043622 0.651837 0.329172
LINGO2 0.161974 0.040927 0.000001 0.378783
SPATA2L 0.198921 0.040953 0.165888 0.257060
GRK5 0.197309 0.041170 0.460671 0.328811
AP1S2 0.197309 0.041170 0.460671 0.328811
ADAM28 0.198005 0.039870 0.358869 0.316212
NDUFS8 0.191800 0.040502 0.000001 0.298406
WBSCR22 0.156513 0.043533 0.000001 0.370622
CLOCK 0.197720 0.035676 0.258001 0.343012
UPB1 0.197806 0.037446 0.215686 0.317682
WNT4 0.154198 0.031071 0.000001 0.334298
CRELD2 0.198118 0.034768 0.108470 0.305735
RILPL2 0.129981 0.043599 0.000001 0.456330
LACTB 0.129981 0.043599 0.000001 0.456330
BASP1 0.133992 0.032771 0.000001 0.331251
B4GALT1 0.071543 0.017558 0.000001 0.330852
SPNS2 0.197661 0.046159 0.029437 0.265240
AMPD3 0.197661 0.046159 0.029437 0.265240
DPYD 0.197661 0.046159 0.029437 0.265240
MYH3 0.197661 0.046159 0.029437 0.265240
GPKOW 0.197661 0.046159 0.029437 0.265240
PGAP3 0.174034 0.038152 0.000001 0.276287
PARK7 0.197980 0.038618 0.321394 0.305129
VPS33A 0.161227 0.041594 0.000001 0.362986
HMP19 0.161227 0.041594 0.000001 0.362986
C6orf62 0.009365 0.009151 0.990634 0.362135
KDM1B 0.198990 0.040812 0.322800 0.312939
FANCF 0.052403 0.015998 0.000001 0.367574
CLEC2L 0.198784 0.040671 0.497498 0.335143
WDFY2 0.203310 0.042631 0.743229 0.313107
SLC17A9 0.196921 0.038244 0.077513 0.313910
COPS7A 0.081999 0.023990 0.000001 0.336062
MRPS6 0.045561 0.013586 0.000001 0.372386
BMP2 0.045561 0.013586 0.000001 0.372386
ADSS 0.045561 0.013586 0.000001 0.372386
CPNE2 0.150965 0.040614 0.000001 0.377977
UBE2NL 0.150965 0.040614 0.000001 0.377977
ARMC3 0.150965 0.040614 0.000001 0.377977
NOP10 0.197277 0.038526 0.211342 0.318924
SACM1L 0.197277 0.038526 0.211342 0.318924
ZNF253 0.195615 0.042539 0.107975 0.277080
INPP4B 0.195736 0.041856 0.019379 0.304268
IMPA1 0.147679 0.037173 0.000001 0.407709
SNX11 0.195517 0.041629 0.106442 0.306857
NOP56 0.164555 0.040244 0.000001 0.358828
RABEPK 0.164555 0.040244 0.000001 0.358828
SRBD1 0.193248 0.038072 0.000001 0.300915
FARS2 0.106715 0.025756 0.000001 0.353162
TXNRD2 0.195267 0.037801 0.220695 0.305891
TTC26 0.196165 0.041710 0.099220 0.310186
SLC7A7 0.197007 0.041927 0.408324 0.349016
GPR126 0.195698 0.037220 0.736537 0.346356
CNRIP1 0.136271 0.029621 0.000001 0.303405
TRPM6 0.197066 0.040783 0.115895 0.294655
CCDC99 0.196832 0.037209 0.262444 0.313154
BLOC1S2 0.166276 0.038014 0.000001 0.379181
ARV1 0.155305 0.037827 0.000001 0.391577
GPR146 0.194086 0.039278 0.072556 0.326252
HAP1 0.194086 0.039278 0.072556 0.326252
PKP2 0.194086 0.039278 0.072556 0.326252
TGFBR2 0.194086 0.039278 0.072556 0.326252
GPR108 0.133407 0.041348 0.000001 0.439423
CRYL1 0.130057 0.039482 0.000001 0.471418
SPSB1 0.194545 0.041625 0.129576 0.252396
CD226 0.158790 0.036884 0.000001 0.375937
TEF 0.129132 0.040625 0.000001 0.439808
LGR6 0.198585 0.041390 0.732342 0.346817
TXLNB 0.198585 0.041390 0.732342 0.346817
NHEJ1 0.193101 0.039486 0.161654 0.327737
CPT1C 0.104754 0.025726 0.000001 0.326960
TAF1C 0.193435 0.037207 0.429061 0.342204
PLIN2 0.193435 0.037207 0.429061 0.342204
BICD2 0.180865 0.040057 0.000001 0.313693
SEC61A2 0.193355 0.036795 0.013764 0.292550
GFPT1 0.190421 0.038533 0.349472 0.315874
C17orf69 0.164575 0.036626 0.000002 0.261637
SENP7 0.192931 0.039985 0.011288 0.308186
LIN7A 0.192931 0.039985 0.011288 0.308186
BPI 0.193420 0.042825 0.271936 0.306512
RNF32 0.191702 0.040536 0.257650 0.334817
ZNF879 0.191702 0.040536 0.257650 0.334817
IRS1 0.161304 0.036880 0.000001 0.369660
ZC3H12B 0.161304 0.036880 0.000001 0.369660
POLA2 0.153250 0.039856 0.000001 0.402966
C6orf48 0.191518 0.044887 0.135825 0.303218
SCRT2 0.199827 0.040023 0.501056 0.331376
RHPN1 0.192804 0.042024 0.084346 0.273377
LGALS4 0.192237 0.040573 0.244075 0.318485
KIAA1045 0.182854 0.044114 0.000001 0.323478
LAMB3 0.192569 0.037812 0.034994 0.325248
ANAPC13 0.192569 0.037812 0.034994 0.325248
GUCA1B 0.151131 0.031277 0.000001 0.350751
GRAMD1C 0.191163 0.039651 0.146769 0.322542
HIBADH 0.192885 0.039260 0.359568 0.331114
JAZF1 0.122733 0.029807 0.000001 0.352105
ODF3B 0.122733 0.029807 0.000001 0.352105
PCTP 0.192387 0.035377 0.584301 0.327700
SLC7A1 0.191442 0.039159 0.170181 0.335116
KDM5A 0.141861 0.039412 0.000001 0.415848
BAALC 0.191757 0.039661 0.212936 0.315535
SLC25A43 0.191757 0.039661 0.212936 0.315535
MS4A14 0.163047 0.039487 0.000001 0.347143
WDR4 0.158631 0.037003 0.000001 0.396080
GRAMD1A 0.163002 0.037985 0.000001 0.362328
CCDC127 0.189292 0.038178 0.328013 0.304892
PCYT1A 0.189292 0.038178 0.328013 0.304892
EPM2A 0.144018 0.038348 0.000001 0.415758
NNT 0.191019 0.043722 0.269285 0.322468
NAPSA 0.189596 0.036146 0.288928 0.344397
STOML1 0.189596 0.036146 0.288928 0.344397
PNMA5 0.189596 0.036146 0.288928 0.344397
ITLN2 0.189596 0.036146 0.288928 0.344397
IFI27L2 0.189615 0.037379 0.564468 0.327061
UBOX5 0.166424 0.035651 0.000001 0.322288
DNASE1 0.191048 0.042233 0.284434 0.330256
VEGFA 0.148469 0.043383 0.000001 0.369150
MAP1LC3B 0.188566 0.039214 0.608927 0.340068
C1orf220 0.189938 0.038177 0.166823 0.308981
RNF144B 0.145510 0.038659 0.000001 0.359948
P2RY13 0.191221 0.038716 0.026437 0.274588
C12orf43 0.190575 0.041881 0.470470 0.322279
TSPYL5 0.190575 0.041881 0.470470 0.322279
SLC35E4 0.146825 0.041956 0.000001 0.418230
H1FNT 0.146825 0.041956 0.000001 0.418230
SETBP1 0.150938 0.042500 0.000001 0.349371
FAM89B 0.187128 0.045761 0.663411 0.316224
ESPN 0.190749 0.038790 0.351901 0.333637
CAV2 0.181199 0.038981 0.000001 0.325724
TSPAN15 0.186636 0.039436 0.690390 0.348907
TAF6 0.158104 0.043833 0.000001 0.373253
C20orf3 0.190734 0.039318 0.022093 0.276953
TFB1M 0.149834 0.038282 0.000001 0.355280
MINK1 0.119089 0.037595 0.000001 0.506653
RNF39 0.189948 0.042665 0.104939 0.282476
FAM113B 0.192453 0.040675 0.652478 0.314665
TRIM6 0.190472 0.043260 0.157670 0.318513
CDC26 0.138771 0.035151 0.000001 0.438743
FHIT 0.190532 0.042494 0.039474 0.337297
CORO2B 0.187540 0.042092 0.667304 0.341076
C10orf125 0.153441 0.041811 0.000001 0.373417
MAP3K6 0.192494 0.044485 0.245206 0.302004
AKR7A2 0.173243 0.037849 0.000001 0.327246
FBXO38 0.155174 0.032742 0.000001 0.320352
ADPRHL1 0.189475 0.039595 0.641804 0.349757
C19orf60 0.189475 0.039595 0.641804 0.349757
SPECC1 0.009860 0.005807 0.000001 0.366633
PHYH 0.189864 0.040204 0.246686 0.325085
ZNF391 0.189348 0.048539 0.106416 0.319585
FAHD1 0.190335 0.036107 0.080061 0.331088
NFYA 0.153875 0.037025 0.000001 0.387366
RALGAPA1 0.189997 0.038054 0.196796 0.313330
SLC37A3 0.135033 0.039359 0.000001 0.445796
C4orf21 0.152635 0.038748 0.000001 0.374487
RBM23 0.190122 0.040434 0.308151 0.328752
ZC3H12C 0.188944 0.039460 0.225471 0.289485
ADAL 0.150618 0.051100 0.000001 0.340235
SGCD 0.150618 0.051100 0.000001 0.340235
TSPYL2 0.150618 0.051100 0.000001 0.340235
EIF2S3 0.150618 0.051100 0.000001 0.340235
CDADC1 0.171998 0.035662 0.000001 0.305207
PPIP5K2 0.131683 0.039102 0.000001 0.451937
S100PBP 0.191361 0.038457 0.572061 0.328098
TEAD2 0.158039 0.034658 0.000001 0.379792
CREG1 0.188706 0.041495 0.022587 0.295265
PHF8 0.188706 0.041495 0.022587 0.295265
NLRP4 0.187602 0.038924 0.379958 0.341531
GGNBP2 0.187602 0.038924 0.379958 0.341531
BRWD3 0.187602 0.038924 0.379958 0.341531
RFTN2 0.191431 0.047283 0.329392 0.314000
TMEM159 0.150154 0.040517 0.000001 0.378967
IMMP2L 0.190108 0.035053 0.297487 0.276898
TEX101 0.190820 0.044293 0.428075 0.335495
DNAJB13 0.159001 0.045172 0.000001 0.346705
SLCO3A1 0.163948 0.038916 0.000001 0.341896
LANCL2 0.159318 0.035230 0.000001 0.329494
AMIGO1 0.159318 0.035230 0.000001 0.329494
ZNF431 0.188112 0.046388 0.028198 0.273824
TBC1D25 0.188112 0.046388 0.028198 0.273824
GLYCTK 0.189387 0.046412 0.463335 0.294325
UBE3B 0.190315 0.041965 0.223657 0.316994
HPX 0.185707 0.040860 0.478880 0.335891
WWP2 0.187712 0.044911 0.151944 0.317850
C8orf58 0.189865 0.035831 0.179655 0.306964
FBXO27 0.189699 0.038772 0.259373 0.304757
DCTD 0.190571 0.040129 0.252548 0.318295
OGFRL1 0.187538 0.041172 0.027870 0.291131
PLAU 0.185994 0.053011 0.385243 0.314837
ZNF468 0.192495 0.039918 0.252679 0.316282
SIRT4 0.188634 0.041990 0.331653 0.310156
NDFIP1 0.158694 0.037379 0.000001 0.326992
DOCK8 0.186794 0.040202 0.240294 0.333727
TCEA3 0.106421 0.025087 0.000001 0.339266
GABRD 0.191367 0.047023 0.446444 0.317316
TSPO 0.148781 0.039492 0.000001 0.404629
TRIP6 0.148781 0.039492 0.000001 0.404629
ZNF37A 0.189515 0.061891 0.257053 0.302019
MCFD2 0.133001 0.039202 0.000001 0.430578
PDCD5 0.152872 0.040700 0.000001 0.359204
ZNF547 0.184848 0.040095 0.564316 0.351120
PRKCA 0.187384 0.038648 0.091751 0.316879
SMC1B 0.184256 0.034210 0.339610 0.333264
PNMA1 0.184256 0.034210 0.339610 0.333264
PPIL2 0.187064 0.039999 0.556707 0.324199
CFLAR 0.187064 0.039999 0.556707 0.324199
PHACTR1 0.189763 0.037453 0.438283 0.343142
CLN5 0.186282 0.042034 0.008256 0.303386
AIG1 0.155321 0.039631 0.000001 0.365391
PPIE 0.155321 0.039631 0.000001 0.365391
RGS12 0.187260 0.037981 0.182817 0.312294
TCF7L2 0.183900 0.039718 0.312247 0.312437
BFSP1 0.185844 0.038276 0.004925 0.331129
TGIF1 0.153829 0.041905 0.000001 0.396601
OSBPL3 0.186554 0.036827 0.153311 0.326449
C12orf75 0.186554 0.036827 0.153311 0.326449
RRAD 0.184878 0.051641 0.113530 0.308330
ZNF713 0.184878 0.051641 0.113530 0.308330
TRMT2B 0.184878 0.051641 0.113530 0.308330
C7orf53 0.185106 0.041077 0.042447 0.322891
AK1 0.146406 0.046623 0.000001 0.363782
C1orf170 0.129066 0.035969 0.000001 0.337718
ZNF697 0.184227 0.043987 0.256429 0.322353
PNPO 0.188858 0.042832 0.281361 0.291657
LY6G5B 0.184457 0.041567 0.208926 0.336812
RFXANK 0.144000 0.030416 0.000001 0.332876
PDZD3 0.064857 0.014494 0.000001 0.352913
PLEC 0.185272 0.039539 0.130963 0.318525
PCDH12 0.145244 0.038737 0.000001 0.391645
SMPDL3B 0.184596 0.040273 0.251053 0.309840
HPCAL1 0.184563 0.034936 0.007480 0.264583
MORC3 0.182736 0.040924 0.529174 0.334251
NEK11 0.182736 0.040924 0.529174 0.334251
DPH3 0.121477 0.041015 0.000001 0.492123
UBE2Z 0.185541 0.036792 0.165418 0.282178
SOAT2 0.184071 0.039312 0.021457 0.313131
ZNF471 0.185394 0.037539 0.768210 0.337390
AP3M1 0.149644 0.051094 0.000001 0.385510
KCNJ10 0.187473 0.036007 0.276745 0.303908
PDSS1 0.184467 0.039465 0.171911 0.333922
ZNF143 0.181149 0.041348 0.000001 0.325593
ATP10A 0.186488 0.036594 0.324091 0.347876
MEGF6 0.152818 0.041498 0.000001 0.385406
DAPP1 0.182813 0.042179 0.270176 0.316249
GTPBP10 0.183360 0.039317 0.052372 0.322718
GRK4 0.124469 0.035654 0.000001 0.448698
PABPC1L 0.149472 0.038898 0.000001 0.376860
NEFH 0.149472 0.038898 0.000001 0.376860
CELSR2 0.149472 0.038898 0.000001 0.376860
MMRN2 0.183282 0.042330 0.127839 0.313422
CNKSR3 0.183747 0.036362 0.103714 0.327456
POR 0.183139 0.041421 0.058280 0.268577
RTN3 0.183139 0.041421 0.058280 0.268577
MRPL52 0.149672 0.038455 0.000001 0.332081
CBX6 0.182941 0.041858 0.011413 0.305136
SORBS2 0.146740 0.041192 0.000001 0.394701
HMGN2 0.182352 0.043681 0.099119 0.276186
ZDHHC13 0.184476 0.037766 0.331341 0.356704
ITGA7 0.184476 0.037766 0.331341 0.356704
KRT10 0.149765 0.034937 0.000001 0.291610
SCAPER 0.185200 0.040578 0.630729 0.320389
LRRK2 0.152023 0.038599 0.000001 0.363080
CDKN2AIPNL 0.152023 0.038599 0.000001 0.363080
FAM81A 0.108135 0.029728 0.000001 0.358375
CCDC102A 0.148224 0.039599 0.000001 0.402839
SLC14A1 0.148224 0.039599 0.000001 0.402839
CYB5R1 0.148224 0.039599 0.000001 0.402839
RAB27A 0.182620 0.037846 0.035858 0.296670
ERP27 0.182625 0.034656 0.137189 0.322894
LRRIQ3 0.181573 0.039064 0.366468 0.326038
MACROD2 0.178884 0.039079 0.000001 0.355741
GAS7 0.152552 0.037969 0.000001 0.388438
MSH5 0.159481 0.043167 0.000001 0.377677
RNMT 0.181229 0.037023 0.106277 0.293328
RENBP 0.181229 0.037023 0.106277 0.293328
APOBEC3D 0.182292 0.044356 0.375987 0.341634
CDHR1 0.182292 0.044356 0.375987 0.341634
JMJD5 0.159166 0.035013 0.000001 0.335262
TBX19 0.181690 0.035931 0.141373 0.318875
TSTD1 0.181690 0.035931 0.141373 0.318875
PCYT1B 0.181690 0.035931 0.141373 0.318875
KCNE3 0.181690 0.035931 0.141373 0.318875
POP5 0.116603 0.036440 0.000001 0.456439
BAI1 0.181940 0.038812 0.240893 0.333764
AXIN2 0.181940 0.038812 0.240893 0.333764
HM13 0.181295 0.044642 0.134559 0.306332
PCNX 0.181774 0.036929 0.056222 0.329457
CNPY4 0.176567 0.044290 0.464875 0.335979
COX4NB 0.137333 0.040798 0.000001 0.445020
CYTH2 0.183093 0.036221 0.483427 0.354530
DDX52 0.188511 0.037009 0.436993 0.315997
ARID5A 0.181483 0.048842 0.041626 0.289884
DDX31 0.180225 0.035696 0.573988 0.351662
ENG 0.180225 0.035696 0.573988 0.351662
DTD1 0.136917 0.029905 0.000001 0.319291
RRP1 0.146841 0.039880 0.000001 0.377389
NIT2 0.146841 0.039880 0.000001 0.377389
GET4 0.146841 0.039880 0.000001 0.377389
MCART1 0.146841 0.039880 0.000001 0.377389
SLC20A2 0.146841 0.039880 0.000001 0.377389
RGS5 0.180214 0.037018 0.165731 0.330328
FANK1 0.180214 0.037018 0.165731 0.330328
ZNF561 0.183268 0.035593 0.437590 0.316432
TARBP1 0.116045 0.043672 0.000001 0.452325
FAM173B 0.120618 0.040207 0.000001 0.457007
CHIT1 0.180338 0.034852 0.274446 0.289903
TBC1D2B 0.108892 0.030328 0.000001 0.278691
MFSD6L 0.178830 0.038540 0.469685 0.330054
CASP1 0.178830 0.038540 0.469685 0.330054
SFTPD 0.134211 0.036768 0.000001 0.438836
SNAPC1 0.178790 0.039718 0.000001 0.309426
SETD6 0.182829 0.037494 0.571987 0.330503
MYO18B 0.182829 0.037494 0.571987 0.330503
ECHDC1 0.180160 0.045576 0.018738 0.273172
RBBP8 0.180120 0.039953 0.072756 0.301754
XAB2 0.136327 0.035659 0.000001 0.414382
HOXA9 0.136327 0.035659 0.000001 0.414382
LIPT2 0.145350 0.037733 0.000001 0.364066
AIM1 0.177448 0.036871 0.497731 0.335962
TBCK 0.137472 0.034887 0.000001 0.405402
DHX57 0.130209 0.033434 0.000001 0.329093
MT3 0.175619 0.039155 0.477553 0.319431
PLXNA2 0.179781 0.039830 0.146162 0.327541
KALRN 0.179781 0.039830 0.146162 0.327541
ZNF257 0.179463 0.041857 0.147476 0.311715
CHMP4B 0.179923 0.041948 0.143672 0.321584
ABT1 0.178134 0.048424 0.171155 0.320841
PAOX 0.163055 0.040472 0.000001 0.322165
CHODL 0.180970 0.036855 0.325237 0.313885
CDC14A 0.178930 0.038079 0.728576 0.339049
COX6B2 0.152444 0.038620 0.000001 0.372191
OPA1 0.152444 0.038620 0.000001 0.372191
TNNI2 0.144963 0.036443 0.000001 0.288631
TNRC6C 0.179192 0.036495 0.137944 0.317863
INE1 0.179192 0.036495 0.137944 0.317863
GIMAP1 0.179079 0.035917 0.078287 0.323278
MCM3AP 0.179034 0.037892 0.129571 0.334679
B3GNT2 0.179034 0.037892 0.129571 0.334679
NOC2L 0.179750 0.042302 0.324928 0.325483
NDUFS5 0.134789 0.034404 0.000001 0.419860
NUDT13 0.178486 0.049250 0.448150 0.313518
AMPH 0.178118 0.038300 0.204385 0.330740
CTNNA2 0.150606 0.034923 0.000001 0.394606
TXNRD3 0.114767 0.038340 0.000001 0.497441
HADH 0.163636 0.033695 0.000001 0.331013
SEC22A 0.179374 0.041570 0.123963 0.335658
CNTROB 0.131919 0.027628 0.000001 0.356173
CDKL1 0.178317 0.035533 0.053143 0.275128
LFNG 0.178208 0.041114 0.719828 0.330481
ARRDC5 0.173955 0.038516 0.580413 0.347786
SOAT1 0.173955 0.038516 0.580413 0.347786
SIPA1L2 0.180080 0.037296 0.577228 0.350022
MAG 0.131580 0.033165 0.868419 0.366682
LRRC8D 0.177926 0.039118 0.059137 0.307225
TIPIN 0.128529 0.037244 0.000001 0.426481
ZNF200 0.178159 0.036800 0.067355 0.314578
PKIB 0.143828 0.038274 0.000001 0.407612
KLC1 0.143828 0.038274 0.000001 0.407612
TTLL1 0.143828 0.038274 0.000001 0.407612
PANX2 0.177830 0.035549 0.068272 0.331348
TRIM47 0.126509 0.037590 0.000001 0.415386
ZNF506 0.126509 0.037590 0.000001 0.415386
RBAK 0.148881 0.039184 0.000001 0.369109
PODN 0.176671 0.041156 0.235821 0.336701
OAF 0.169669 0.038968 0.000001 0.300758
DNTTIP1 0.177040 0.034862 0.238554 0.308319
FKBP15 0.179805 0.040316 0.250636 0.302218
TPO 0.140524 0.032952 0.000001 0.302187
ACYP2 0.177254 0.036857 0.323527 0.303082
MOCS2 0.121714 0.041454 0.000001 0.463149
CARD11 0.177372 0.038228 0.061378 0.291659
DNAJC18 0.177372 0.038228 0.061378 0.291659
JARID2 0.177114 0.037747 0.144804 0.333063
UBE2I 0.177114 0.037747 0.144804 0.333063
M6PR 0.151207 0.035727 0.000001 0.365483
TUBB3 0.177005 0.043533 0.151915 0.312233
MINA 0.176283 0.038950 0.157828 0.310267
NOC4L 0.176283 0.038950 0.157828 0.310267
FXYD1 0.154686 0.033118 0.000001 0.285350
MFSD1 0.160811 0.039794 0.000001 0.322251
PAK4 0.176856 0.038254 0.017377 0.278914
UMODL1 0.175838 0.038379 0.148240 0.351682
BTN3A3 0.125755 0.051953 0.000001 0.423602
ANGPTL6 0.171542 0.039910 0.000001 0.316898
FHOD1 0.171542 0.039910 0.000001 0.316898
CCDC125 0.181766 0.042447 0.455834 0.300445
C10orf32 0.181766 0.042447 0.455834 0.300445
ZNF681 0.172327 0.048857 0.512962 0.325075
C19orf54 0.167385 0.035376 0.000001 0.321403
GAPDH 0.151541 0.034193 0.000001 0.385357
ABHD10 0.175873 0.039054 0.271599 0.323812
DUSP3 0.148493 0.039226 0.000001 0.363320
GALNT10 0.156644 0.037692 0.000001 0.334569
TRPV1 0.156644 0.037692 0.000001 0.334569
FBXO40 0.156644 0.037692 0.000001 0.334569
USP44 0.165698 0.038912 0.000001 0.303832
AIF1L 0.175851 0.036307 0.120147 0.325778
C2orf61 0.135020 0.036091 0.000001 0.458358
ACBD7 0.175170 0.036808 0.088537 0.344984
MRPL36 0.135854 0.033914 0.000001 0.417437
MYO10 0.135854 0.033914 0.000001 0.417437
GPR65 0.176338 0.037816 0.261478 0.315740
MCCC1 0.156565 0.036238 0.000001 0.307052
GPC4 0.156565 0.036238 0.000001 0.307052
S1PR2 0.092076 0.043587 0.000001 0.522730
CCDC71 0.174114 0.051291 0.501714 0.315054
RAB5A 0.175297 0.040674 0.087405 0.285200
CCDC85C 0.131338 0.041739 0.000001 0.377774
ETFDH 0.131338 0.041739 0.000001 0.377774
PHLDA2 0.156229 0.032199 0.000001 0.306146
CAMLG 0.178860 0.036999 0.773002 0.333413
TSPAN7 0.178860 0.036999 0.773002 0.333413
HSF2 0.175618 0.038138 0.413468 0.329580
C5 0.173242 0.038798 0.617952 0.329854
C7orf26 0.175100 0.041955 0.087787 0.314403
PLEK 0.142716 0.034758 0.000001 0.382074
PRDX2 0.176083 0.039160 0.134456 0.314928
LIPT1 0.176083 0.039160 0.134456 0.314928
STX17 0.147185 0.037904 0.000001 0.375777
RNF187 0.174000 0.042929 0.471296 0.341641
SEMA4B 0.133501 0.038281 0.000001 0.397791
AMT 0.174677 0.051039 0.194060 0.313439
NACAD 0.174359 0.039807 0.248193 0.335280
TMEM101 0.176719 0.044935 0.166574 0.280220
TBC1D8 0.134928 0.036868 0.000001 0.412764
KSR1 0.134928 0.036868 0.000001 0.412764
WDR45L 0.107145 0.040620 0.000001 0.499860
CRLS1 0.175934 0.036794 0.193485 0.334531
MSL3 0.175934 0.036794 0.193485 0.334531
ALKBH1 0.104493 0.028315 0.000001 0.358369
LCNL1 0.174227 0.037255 0.118243 0.332499
CRB3 0.130101 0.038608 0.000001 0.426140
ZNF496 0.174240 0.037262 0.234855 0.324066
SEMA6A 0.174240 0.037262 0.234855 0.324066
GNB3 0.176352 0.036535 0.397494 0.340614
STK39 0.137382 0.035752 0.000001 0.384770
RGS6 0.173115 0.037404 0.031619 0.271379
MADD 0.183156 0.056703 0.581082 0.327801
ABTB2 0.153167 0.034925 0.000001 0.371793
BTBD10 0.153167 0.034925 0.000001 0.371793
COL27A1 0.132985 0.039957 0.000001 0.402607
MAVS 0.105270 0.026501 0.894729 0.359125
HSD17B8 0.152107 0.038662 0.000001 0.346680
NAGLU 0.172926 0.048925 0.440739 0.329094
CD9 0.172926 0.048925 0.440739 0.329094
KCNA3 0.172365 0.036572 0.210905 0.312020
TNNC2 0.146456 0.036328 0.000001 0.350548
FXYD5 0.178419 0.038015 0.773929 0.322461
CCNL1 0.178419 0.038015 0.773929 0.322461
ST3GAL1 0.172377 0.038205 0.012104 0.327750
GEMIN8 0.172377 0.038205 0.012104 0.327750
PPM1M 0.123780 0.044588 0.000001 0.414148
PDZD7 0.123780 0.044588 0.000001 0.414148
KCNK7 0.172260 0.043052 0.034891 0.331373
FAM122B 0.172260 0.043052 0.034891 0.331373
MRPS9 0.149596 0.033193 0.000001 0.307016
COG4 0.175775 0.048953 0.483705 0.325211
C9orf156 0.171047 0.035720 0.382088 0.340293
SLCO4C1 0.171047 0.035720 0.382088 0.340293
ZNF773 0.172018 0.037141 0.095665 0.325406
EMD 0.172018 0.037141 0.095665 0.325406
MFSD5 0.172266 0.039750 0.093074 0.276255
ZNF831 0.174413 0.034403 0.373769 0.347692
ANAPC4 0.123724 0.026051 0.000001 0.338670
ADAT1 0.123724 0.026051 0.000001 0.338670
PTGR1 0.123724 0.026051 0.000001 0.338670
ASL 0.172862 0.063149 0.519692 0.316223
TPCN2 0.172862 0.063149 0.519692 0.316223
MTO1 0.172862 0.063149 0.519692 0.316223
PTPRS 0.166260 0.037729 0.672756 0.346780
ARL6IP1 0.172923 0.036110 0.227272 0.333858
RUFY4 0.142303 0.040850 0.000001 0.376454
SLC18A2 0.170839 0.036538 0.208464 0.354910
C16orf86 0.171304 0.050139 0.023420 0.254854
CTGF 0.170145 0.035575 0.375439 0.302919
UGGT2 0.131840 0.036349 0.000001 0.430792
ASAP1 0.129868 0.029707 0.870131 0.349261
SCAMP2 0.129868 0.029707 0.870131 0.349261
EIF4B 0.044531 0.015801 0.000001 0.359525
ATXN10 0.135575 0.034994 0.000001 0.411118
