gene h2 se p
GSN 0.398425 0.353106 0.1251
SCARNA20 0.479216 0.381739 0.1251
TTC38 0.443331 0.371272 0.1251
FBXO32 0.390270 0.352765 0.1252
TMEM38A 0.438819 0.371854 0.1254
TMEM99 0.450460 0.373904 0.1254
WDR85 0.434902 0.367731 0.1254
XPO6 0.494697 0.389021 0.1254
TOP1 0.496805 0.388699 0.1255
CD300LB 0.401744 0.359230 0.1256
PRCP 0.419344 0.367947 0.1257
ZNF577 0.510265 0.393472 0.1257
LEMD2 0.396923 0.357772 0.1258
ZNF275 0.474683 0.382229 0.1258
ANK3 0.396219 0.354559 0.1259
MGAT4A 0.399393 0.356071 0.126
ROBO3 0.447672 0.371315 0.126
MAPK12 0.464166 0.378766 0.1261
RNF24 0.381100 0.347564 0.1261
VPS35 0.525344 0.397472 0.1261
ATP2A1 0.451760 0.372880 0.1262
CROCCP3 0.452702 0.376389 0.1262
CSNK1A1P1 0.438056 0.368930 0.1262
EDC3 0.435751 0.367970 0.1262
CCT8 0.428132 0.369124 0.1264
ETV3 0.403907 0.356982 0.1265
SOX8 0.390810 0.354348 0.1265
CYBASC3 0.411970 0.364719 0.1266
LPAR2 0.398290 0.357365 0.1266
NCRNA00185 0.388649 0.354666 0.1266
OXNAD1 0.468062 0.381207 0.1266
RPP38 0.437247 0.371667 0.1266
HSD17B7P2 0.460860 0.378062 0.1267
BLMH 0.435657 0.370239 0.1268
C1orf123 0.433873 0.366790 0.1268
MCM3AP-AS1 0.469340 0.380638 0.1268
HDAC8 0.383611 0.351133 0.127
SPEF2 0.481773 0.386710 0.1272
COPZ2 0.373582 0.346867 0.1274
PIN1 0.463819 0.383110 0.1274
KIAA1143 0.425531 0.370748 0.1275
SUN1 0.459517 0.377930 0.1275
ZNF823 0.336342 0.330262 0.1275
LOC646870 0.457502 0.376448 0.1279
CYLD 0.392491 0.356120 0.128
POMGNT1 0.435503 0.368931 0.1281
CTF1 0.487129 0.388097 0.1283
EYA3 0.403488 0.359217 0.1283
LST1 0.355854 0.333828 0.1283
C20orf194 0.416785 0.361751 0.1284
CAMSAP1L1 0.384797 0.356309 0.1284
ITK 0.480005 0.385074 0.1284
LOC400752 0.539759 0.403274 0.1284
FEM1C 0.449398 0.376276 0.1285
GDPD3 0.425761 0.366124 0.1285
OSBPL5 0.442513 0.376587 0.1285
SKP2 0.371804 0.348293 0.1287
ANKRD35 0.433656 0.370795 0.1288
RPL7A 0.455921 0.379763 0.1288
CA5B 0.468658 0.382928 0.1289
BOD1L 0.405381 0.360632 0.129
CBR1 0.431826 0.372394 0.129
RPL36A 0.457862 0.379475 0.129
FLJ20021 0.451170 0.378073 0.1291
SIPA1L2 0.473548 0.383278 0.1291
ZNF211 0.441957 0.374271 0.1292
CLEC2D 0.454004 0.375872 0.1294
FAM124B 0.417450 0.363710 0.1294
LCMT2 0.457541 0.379425 0.1294
LIF 0.387858 0.354936 0.1296
TTC39C 0.399047 0.361248 0.1296
SYNE1 0.483933 0.388545 0.1297
TMEM167B 0.425177 0.368767 0.1298
C10orf88 0.437344 0.370622 0.1299
ZKSCAN1 0.432351 0.370794 0.1299
ABAT 0.448839 0.375338 0.1301
CHERP 0.499148 0.392319 0.1301
SYTL2 0.416584 0.364116 0.1301
ZNF766 0.446368 0.376584 0.1301
EFCAB4B 0.446735 0.376413 0.1302
PHACTR3 0.465797 0.382696 0.1302
CD44 0.490233 0.389381 0.1303
EIF5A 0.443074 0.372915 0.1303
PDK3 0.456576 0.379709 0.1303
RNF165 0.379233 0.351690 0.1303
ASPH 0.447769 0.375808 0.1305
EFCAB2 0.413536 0.366265 0.1305
FAM3D 0.444571 0.374059 0.1306
ITIH3 0.465351 0.381580 0.1306
PTGES3 0.455946 0.380895 0.1306
FAM135A 0.339083 0.334801 0.1307
HDDC3 0.419375 0.369729 0.1307
POLR2J4 0.479250 0.389156 0.1307
SPCS1 0.464174 0.382208 0.1307
SCARF2 0.482048 0.387424 0.1308
SNHG7 0.445067 0.377001 0.1308
EPHB2 0.462417 0.383732 0.1309
C14orf149 0.415481 0.364440 0.1311
CDKL1 0.465636 0.386136 0.1312
FCF1 0.424207 0.368828 0.1312
RFPL2 0.466306 0.380896 0.1312
SPATS2 0.444945 0.376098 0.1312
CCDC6 0.485805 0.388037 0.1314
DOK4 0.348555 0.340381 0.1314
DDX60 0.406349 0.365292 0.1315
PIGG 0.438947 0.372723 0.1315
EIF2B4 0.442017 0.374776 0.1316
CNN2 0.379338 0.353480 0.1317
PLXNA2 0.442881 0.375150 0.1319
EVI2B 0.513694 0.398752 0.1321
FCHSD2 0.414418 0.366036 0.1321
GPR137B 0.450757 0.379210 0.1321
GAS8 0.428452 0.368960 0.1322
NUDT12 0.457669 0.381130 0.1322
PXN 0.460293 0.382666 0.1322
KIAA1712 0.460785 0.385335 0.1323
ERGIC1 0.456989 0.380345 0.1324
MBP 0.397887 0.361987 0.1324
MS4A7 0.437565 0.372164 0.1326
ZMIZ1 0.480803 0.389021 0.1326
KIAA0907 0.506900 0.397943 0.1327
SIPA1 0.431351 0.370393 0.1328
SSFA2 0.427554 0.369980 0.1329
NCRNA00292 0.438238 0.375706 0.133
SET 0.452362 0.377973 0.1331
UBQLN1 0.457482 0.384326 0.1331
MTHFD1 0.424272 0.372779 0.1333
TONSL 0.432373 0.370688 0.1333
NFKBIA 0.408064 0.368912 0.1334
DUSP10 0.415869 0.364238 0.1335
EXOC6 0.457849 0.382599 0.1336
LOC644936 0.441312 0.375180 0.1337
IFIH1 0.392100 0.365565 0.1338
GPBP1L1 0.413112 0.364042 0.1339
ZDHHC13 0.497169 0.393453 0.1339
C6orf47 0.397740 0.363327 0.134
EIF2C4 0.457622 0.382314 0.134
RORC 0.488636 0.392166 0.134
RSU1 0.431205 0.371278 0.134
SSTR3 0.404057 0.360279 0.134
SETMAR 0.400015 0.363168 0.1341
TIMELESS 0.429590 0.371774 0.1341
ZNF703 0.423230 0.370013 0.1341
LRBA 0.504432 0.396982 0.1342
SLC7A10 0.443240 0.379025 0.1342
WDR83 0.427636 0.372325 0.1342
PTK2 0.500014 0.395474 0.1343
SDR16C5 0.333649 0.335214 0.1343
KDSR 0.452559 0.383382 0.1345
C11orf82 0.438474 0.375195 0.1346
ECHDC2 0.434291 0.371326 0.1347
SIK1 0.437411 0.374918 0.1347
AMH 0.450624 0.378238 0.1348
DHX16 0.395805 0.360944 0.1349
CDHR3 0.478316 0.389932 0.1351
CRB2 0.446828 0.382061 0.1352
WDR44 0.448061 0.378623 0.1352
PAPSS1 0.372105 0.347935 0.1353
TMEM9 0.463357 0.384737 0.1354
ZC3H10 0.439466 0.377263 0.1355
ZNF277 0.401609 0.364326 0.1355
CLCN2 0.368016 0.352221 0.1358
ANKRD32 0.411997 0.364967 0.1359
S100A10 0.421998 0.370057 0.1359
TBL1XR1 0.420934 0.369498 0.136
ACOX1 0.394901 0.363370 0.1362
C10orf137 0.369269 0.348353 0.1362
RPP40 0.448035 0.381018 0.1362
XRN1 0.405534 0.362707 0.1362
FSD1L 0.317975 0.326982 0.1363
LARP4 0.418786 0.371001 0.1363
PSMB2 0.382174 0.359206 0.1365
UBE2D2 0.418960 0.373672 0.1365
ZNF124 0.440402 0.377540 0.1365
ACACB 0.433147 0.374192 0.1367
CETN3 0.436987 0.375660 0.1369
CNOT2 0.491764 0.394706 0.137
FAM83H 0.446877 0.379219 0.137
STAT3 0.426754 0.370543 0.137
PFDN1 0.409016 0.370559 0.1371
ORC1 0.352263 0.345204 0.1372
PPARGC1B 0.383246 0.358715 0.1372
HEG1 0.409418 0.366627 0.1375
ST6GAL1 0.417817 0.367515 0.1376
C5orf36 0.370872 0.351276 0.1377
DSC2 0.412688 0.370575 0.1378
RAPGEF2 0.462258 0.384369 0.1378
C6orf57 0.374552 0.352056 0.1379
CILP2 0.389686 0.358416 0.138
RAB33A 0.451243 0.380045 0.138
PGBD2 0.406345 0.366091 0.1381
UMODL1 0.489740 0.394594 0.1381
ZNF546 0.409137 0.373113 0.1381
GHRLOS 0.411717 0.367640 0.1383
BAD 0.512457 0.399808 0.1384
GLRX3 0.471738 0.388366 0.1384
SNAI1 0.441386 0.383554 0.1384
POLDIP2 0.430173 0.374479 0.1385
EPB41 0.460202 0.386763 0.1386
HSPB9 0.491263 0.396225 0.1386
MPO 0.360544 0.348486 0.1386
GTF2E1 0.447143 0.382984 0.1387
TSPAN7 0.406899 0.365350 0.1387
NFRKB 0.396215 0.362796 0.1388
SWAP70 0.438139 0.381796 0.1388
TIMM8A 0.441148 0.379473 0.1389
SLC11A1 0.300814 0.319287 0.139
NCRNA00263 0.410371 0.368273 0.1391
RGMB 0.423112 0.371861 0.1391
TSPAN10 0.443686 0.380061 0.1391
CELF3 0.426608 0.373369 0.1392
TRIM68 0.432681 0.378285 0.1394
CD22 0.418034 0.369078 0.1395
GK3P 0.426751 0.374112 0.1395
GSTM3 0.474634 0.391359 0.1398
ZFP14 0.446082 0.381764 0.1398
MAP4K4 0.415338 0.370790 0.14
CTTNBP2 0.498172 0.397854 0.1403
CASP6 0.418112 0.371818 0.1404
NUDT18 0.388052 0.360241 0.1405
EBF4 0.428246 0.375361 0.1408
FASTK 0.418606 0.371347 0.1408
ZNF865 0.416775 0.372679 0.1408
PCBP1 0.424696 0.375331 0.1409
YIPF5 0.422939 0.373891 0.1409
MEAF6 0.402095 0.366321 0.141
PDE6H 0.432905 0.377943 0.141
TMEM30B 0.434727 0.376753 0.141
PEX3 0.274964 0.305853 0.1412
TIGIT 0.428865 0.377125 0.1414
CIAPIN1 0.364108 0.350645 0.1417
CLEC4E 0.420667 0.375509 0.1417
CSPG4 0.379752 0.359077 0.1417
C20orf3 0.413607 0.371595 0.1418
DKFZp566F0947 0.441829 0.382418 0.1418
TMPRSS9 0.418558 0.370998 0.1418
FAM36A 0.433693 0.378492 0.1419
KDM4C 0.399176 0.370906 0.142
ZNF781 0.434029 0.376992 0.1421
C5orf34 0.417286 0.371786 0.1422
DDHD2 0.465283 0.389025 0.1422
DTD1 0.402387 0.367333 0.1422
ALKBH2 0.365149 0.348616 0.1423
SEMG1 0.454705 0.385564 0.1423
ARPC5 0.374213 0.359915 0.1424
CSK 0.384054 0.362218 0.1424
LOC202181 0.416941 0.370651 0.1424
RSAD2 0.361263 0.353171 0.1424
HKDC1 0.483170 0.396231 0.1425
LOC100129827 0.403584 0.370852 0.1425
TPM2 0.428901 0.376282 0.1425
ADAMTSL5 0.442496 0.381350 0.1426
NSFL1C 0.490529 0.398165 0.1427
SPIRE2 0.423482 0.375868 0.1427
CWF19L2 0.442780 0.380442 0.1428
ZC3HC1 0.383906 0.360317 0.1428
ADCY4 0.407266 0.369920 0.143
ACTA1 0.394306 0.362216 0.1432
B4GALT7 0.407245 0.367293 0.1432
CD200R1 0.440048 0.382966 0.1432
MSH6 0.439040 0.379693 0.1432
VKORC1L1 0.442745 0.380975 0.1432
SLC40A1 0.411399 0.370216 0.1433
CEACAM8 0.331113 0.339432 0.1434
MRPL46 0.412545 0.370044 0.1434
UBE2O 0.444267 0.384316 0.1434
NAPB 0.487611 0.398116 0.1435
ATP10D 0.387087 0.363370 0.1436
MST1P2 0.406135 0.367836 0.1437
TRIM35 0.388653 0.361763 0.1437
UTRN 0.369618 0.358666 0.1439
DOCK8 0.459948 0.387710 0.144
MYO19 0.410879 0.373003 0.144
SORD 0.410602 0.372136 0.144
ATF1 0.421469 0.375646 0.1441
C4orf19 0.399565 0.367479 0.1441
HIBADH 0.477079 0.394489 0.1442
C18orf10 0.466579 0.392609 0.1443
IL17RE 0.495655 0.399817 0.1443
SLC22A18AS 0.432562 0.380601 0.1443
PLXNA3 0.422495 0.375330 0.1444
LOC388789 0.407566 0.370045 0.1445
DHX32 0.457955 0.389140 0.1446
PTGER4 0.427674 0.378279 0.1446
LOC728739 0.340058 0.345485 0.1447
LSP1 0.401563 0.366004 0.1447
SLC25A35 0.342873 0.344767 0.1448
TEX101 0.471686 0.394742 0.1448
LYPD2 0.358737 0.350487 0.1449
UBE2D1 0.469470 0.393578 0.145
RNF166 0.390349 0.365743 0.1451
TMEM134 0.324796 0.333712 0.1452
WWTR1 0.382631 0.359982 0.1452
HECA 0.354829 0.349420 0.1453
TMEM170B 0.425555 0.378065 0.1453
KIAA0922 0.399727 0.367308 0.1454
ADHFE1 0.438687 0.385175 0.1456
RGS3 0.450671 0.386329 0.1456
TRIM24 0.398626 0.364692 0.1456
ALDH1B1 0.434414 0.379211 0.1457
LOC100287042 0.437338 0.381982 0.1457
NOL6 0.437438 0.381670 0.1457
ING1 0.418889 0.377107 0.1458
IL4I1 0.448857 0.386150 0.1459
LOC401109 0.435028 0.379850 0.1459
DAAM1 0.364870 0.356954 0.146
GUCY1A3 0.460401 0.392057 0.146
ATG2A 0.382299 0.360445 0.1461
MCTP2 0.437793 0.380648 0.1461
CARD6 0.439348 0.382327 0.1462
LRPPRC 0.445238 0.385815 0.1462
PVALB 0.389837 0.362742 0.1462
AMPH 0.397819 0.365278 0.1463
RNF112 0.395602 0.365218 0.1463
PNMAL2 0.376976 0.360291 0.1464
ADAMTS17 0.378118 0.362896 0.1465
PKHD1L1 0.441934 0.384930 0.1465
ANKRD36B 0.423443 0.378096 0.1466
LCN8 0.452883 0.387900 0.1467
VPS13C 0.371365 0.359534 0.1467
PLA2G12A 0.415971 0.374802 0.1468
PSTPIP1 0.458785 0.391334 0.1469
VEPH1 0.341887 0.346627 0.1469
ATP1A1 0.398366 0.369197 0.1471
PDGFD 0.408206 0.370340 0.1472
SIDT1 0.428033 0.379425 0.1473
SNAPC1 0.417576 0.374790 0.1473
LRRC70 0.433999 0.382857 0.1474
ACVR1 0.334558 0.339297 0.1475
LIG1 0.292316 0.319427 0.1475
C17orf54 0.423439 0.382069 0.1476
PHF3 0.440301 0.382256 0.1477
ACTC1 0.450699 0.389317 0.1478
SPAG7 0.383907 0.361122 0.1478
CATSPER2P1 0.477475 0.397436 0.1479
CHI3L2 0.396858 0.370118 0.1479
PMEPA1 0.425873 0.377164 0.1479
CA11 0.434136 0.383061 0.148
CYTH2 0.486472 0.398510 0.148
ESPNL 0.406802 0.370455 0.148
DOCK10 0.423261 0.377507 0.1481
PXDN 0.363393 0.356197 0.1481
HSPBP1 0.361486 0.356741 0.1482
NFKBIL1 0.420561 0.377650 0.1482
C10orf10 0.422678 0.377324 0.1483
PARP12 0.384238 0.365441 0.1483
TMEM189 0.348326 0.349823 0.1483
ACSF2 0.377258 0.358604 0.1484
BTLA 0.408400 0.374505 0.1484
DISC1 0.400619 0.369065 0.1485
TOR1A 0.402456 0.371835 0.1485
KCNC3 0.377209 0.364327 0.1488
KIF17 0.454683 0.389123 0.1488
EP300 0.362501 0.350937 0.1489
FAM73B 0.371016 0.360392 0.149
LOC654433 0.420127 0.376809 0.149
FUT8 0.468899 0.394652 0.1491
MGC87042 0.415986 0.375064 0.1491
SDC2 0.424012 0.383545 0.1491
AKAP1 0.429256 0.382260 0.1492
HFE 0.396967 0.368909 0.1493
GPX3 0.360085 0.356325 0.1494
ZSCAN20 0.333558 0.340051 0.1494
MGRN1 0.467218 0.393798 0.1495
ARSA 0.395987 0.372826 0.1496
MED30 0.418999 0.380213 0.1496
KLRAQ1 0.447674 0.386712 0.1497
NHEJ1 0.446659 0.385453 0.1497
LRRC14 0.391809 0.365961 0.1498
ANKRD42 0.453494 0.389737 0.1499
CYP1B1 0.402193 0.373017 0.1499
TRIM37 0.386894 0.365058 0.15
HOXB3 0.404141 0.373234 0.1501
NPAS1 0.481656 0.398831 0.1501
TMEM163 0.398371 0.369498 0.1501
HIPK2 0.414131 0.377100 0.1502
PNRC2 0.401258 0.370211 0.1502
EGLN2 0.393146 0.370411 0.1504
LOC440944 0.347389 0.348254 0.1504
RAD21 0.421468 0.378463 0.1504
TOR3A 0.389532 0.367984 0.1505
DCXR 0.433132 0.382712 0.1506
DZIP1L 0.412164 0.378852 0.1506
LOC149837 0.448498 0.389515 0.1507
FBXO2 0.395570 0.367755 0.1508
FCER2 0.411872 0.374631 0.1509
HUS1 0.369467 0.359380 0.1509
MED20 0.438319 0.386792 0.1509
EHD3 0.421784 0.379566 0.151
SNAI3 0.338849 0.348003 0.151
MND1 0.382314 0.364398 0.1511
SCLT1 0.374072 0.360382 0.1511
ZNF512B 0.445343 0.388588 0.1511
C14orf159 0.322130 0.342067 0.1512
CD300LF 0.396338 0.370300 0.1512
LOC650623 0.426913 0.380825 0.1512
LAMC3 0.385942 0.367998 0.1513
PKP4 0.385034 0.368957 0.1513
TSC2 0.405775 0.374720 0.1514
ZNF555 0.324350 0.345081 0.1515
HSP90B1 0.417809 0.376820 0.1516
VAV3 0.404746 0.370978 0.1517
CERKL 0.466526 0.395892 0.1519
IKZF2 0.432957 0.383819 0.1519
ADRM1 0.363742 0.357423 0.152
SAT2 0.373022 0.363190 0.152
EPHB3 0.394972 0.372342 0.1522
PEG10 0.412719 0.376995 0.1522
IKBIP 0.388465 0.367647 0.1523
FANCF 0.416783 0.378231 0.1524
PLEKHB2 0.409159 0.376019 0.1524
ITPA 0.431631 0.384317 0.1528
LAMB3 0.423071 0.381972 0.1529
PTPN11 0.393922 0.370601 0.153
SLC34A1 0.377505 0.363768 0.1531
TPPP 0.415309 0.379817 0.1531
ARHGEF18 0.394856 0.369368 0.1532
RAB4B 0.378362 0.362605 0.1533
LOC100289187 0.386133 0.368441 0.1535
RNF32 0.438487 0.387542 0.1535
EXOSC6 0.303115 0.331890 0.1536
CYP20A1 0.419647 0.379520 0.1537
NFIL3 0.389242 0.368579 0.1537
C6orf132 0.447874 0.390682 0.1538
CKAP2L 0.356675 0.356784 0.1538
RPS21 0.390734 0.369865 0.154
PDIA3 0.420636 0.380942 0.1541
LOC100287902 0.455463 0.394004 0.1542
CLEC2L 0.420903 0.380603 0.1543
MRPL14 0.422617 0.381125 0.1543
SLK 0.375935 0.360408 0.1543
DCTN4 0.381028 0.366820 0.1546
KLF8 0.398614 0.373518 0.1546
ARSD 0.401596 0.375313 0.1547
ZNF83 0.402622 0.374744 0.1547
LTBP2 0.401653 0.371426 0.1548
KCNJ13 0.387519 0.369992 0.1549
NUDT5 0.445478 0.392223 0.1549
USP9X 0.396174 0.372326 0.1549
CLCC1 0.404569 0.373954 0.1551
CSGALNACT1 0.433823 0.386383 0.1551
KCNK13 0.372411 0.363664 0.1551
SSBP4 0.475981 0.400925 0.1551
ZFP28 0.419145 0.379994 0.1551
LAMC1 0.446976 0.394565 0.1552
MED22 0.427121 0.383295 0.1552
C6orf129 0.415195 0.377376 0.1553
MZF1 0.396695 0.376333 0.1553
ARHGAP18 0.378940 0.365819 0.1554
CAPRIN1 0.394606 0.372090 0.1554
TGDS 0.395821 0.371276 0.1554
C11orf21 0.413498 0.381511 0.1555
CAST 0.455959 0.394574 0.1555
RAD23B 0.408698 0.376657 0.1556
SLC46A1 0.408801 0.376889 0.1558
BAI1 0.405956 0.375432 0.156
C2CD3 0.406766 0.378472 0.156
CRTC3 0.458161 0.393953 0.1561
FAM193A 0.398907 0.371913 0.1561
ZRSR2 0.384763 0.368455 0.1561
CD81 0.396426 0.376716 0.1562
IDS 0.410718 0.378370 0.1562
LSM14A 0.470764 0.399737 0.1563
SPSB2 0.410635 0.380411 0.1566
GPS1 0.427531 0.384782 0.1567
SUSD4 0.385328 0.368194 0.1567
FAM136BP 0.429598 0.385008 0.1568
ZNF154 0.384363 0.366740 0.1568
DIP2C 0.370273 0.363272 0.1569
CCDC48 0.386440 0.369172 0.157
GPR137 0.378198 0.368041 0.157
PHKG2 0.392481 0.372174 0.157
GRHPR 0.400059 0.373842 0.1571
LOC100129066 0.436749 0.387903 0.1572
MATN2 0.410742 0.380276 0.1572
PRSS53 0.383851 0.369056 0.1573
PLEKHJ1 0.370141 0.361386 0.1575
ABCC3 0.396971 0.374674 0.1576
C12orf23 0.377197 0.366508 0.1576
MYST4 0.373831 0.367887 0.1576
CLIP2 0.468785 0.400589 0.1578
C17orf90 0.388156 0.368457 0.1579
FRAT1 0.425445 0.383550 0.1579
TDRD7 0.373790 0.367242 0.1579
ASXL1 0.401794 0.375531 0.158
CACHD1 0.303129 0.333486 0.158
APEH 0.389222 0.368948 0.1581
MAT2A 0.370740 0.364063 0.1581
SEMA3A 0.386748 0.370154 0.1581
GNB2L1 0.419240 0.383467 0.1582
PMS2P4 0.391977 0.374505 0.1582
ZSWIM4 0.423708 0.385575 0.1582
RAB11A 0.375035 0.367827 0.1583
GNMT 0.401776 0.376994 0.1585
DCP1A 0.425601 0.385122 0.1586
SNRPA 0.413835 0.381392 0.1586
HSPA9 0.438881 0.389354 0.1587
TTYH1 0.378810 0.365253 0.1587
FLJ44054 0.393959 0.374814 0.1588
LOC645676 0.397768 0.373416 0.1588
HARBI1 0.351640 0.358209 0.1589
YTHDF2 0.363281 0.361508 0.1589
ACVR2A 0.421684 0.384795 0.1592
EVI5 0.360005 0.359743 0.1593
SYNCRIP 0.388512 0.369775 0.1593
TRIAP1 0.419093 0.382813 0.1593
VWF 0.377221 0.368804 0.1594
ZNF354B 0.413645 0.382825 0.1594
MRPS34 0.389004 0.371315 0.1596
TRAPPC1 0.415399 0.382235 0.1596
OSTalpha 0.362494 0.365347 0.1597
HAUS8 0.371561 0.364854 0.1598
BUB1 0.403943 0.378958 0.1601
NUSAP1 0.383000 0.367657 0.1602
SPOCD1 0.380464 0.368393 0.1602
U2AF1L4 0.411701 0.381809 0.1602
LOC100286793 0.360169 0.363499 0.1603
RPL37A 0.392745 0.372531 0.1603
CATSPER2 0.363138 0.359657 0.1604
PIK3CA 0.398540 0.375614 0.1604
NPLOC4 0.415477 0.385156 0.1605
NCRNA00173 0.399409 0.375675 0.1606
TIAM1 0.307640 0.335477 0.1606
ALG8 0.365509 0.367222 0.1607
TGIF2 0.376640 0.371835 0.1607
XAF1 0.352540 0.361166 0.1609
MCF2L2 0.391451 0.374849 0.161
NSUN4 0.381621 0.368438 0.1611
TBC1D2 0.392187 0.373669 0.1611
SLC22A18 0.367132 0.365476 0.1612
CAMK2N2 0.393254 0.376247 0.1613
SKOR1 0.399728 0.381270 0.1614
EI24 0.403668 0.377768 0.1615
CD59 0.409769 0.383957 0.1617
MASP2 0.421160 0.383802 0.1617
TTLL13 0.364972 0.365312 0.1617
UBXN10 0.281621 0.325568 0.1617
GMNN 0.316920 0.342404 0.1618
ZNFX1 0.411200 0.385309 0.1621
ICA1L 0.373655 0.370282 0.1623
RBP5 0.421081 0.384558 0.1623
SLC12A4 0.364502 0.365754 0.1623
SNORA52 0.378399 0.367595 0.1623
GUCY1B3 0.442548 0.393786 0.1624
CSRNP1 0.360125 0.361281 0.1625
BMP8A 0.443335 0.394059 0.1626
C3orf54 0.415101 0.383938 0.1626
PAX8 0.404852 0.378897 0.1626
UBL7 0.427607 0.389866 0.1627
SIRT4 0.372200 0.367168 0.1628
HIGD1B 0.399559 0.377292 0.1631
LILRA3 0.400714 0.378999 0.1632
PTP4A1 0.339712 0.352480 0.1632
SMU1 0.417190 0.384353 0.1632
DTX2 0.355932 0.359565 0.1635
HMGN2 0.322862 0.347131 0.1635
PCNX 0.411080 0.383670 0.1635
SNORD17 0.369824 0.367274 0.1635
MAN2A2 0.404570 0.381685 0.1636
NCOA2 0.381731 0.373572 0.1636
CKM 0.328231 0.349644 0.1637
LOC100506548 0.404648 0.379300 0.1637
STAC3 0.417470 0.385517 0.1637
PRG4 0.385108 0.371506 0.1638
ATF7IP 0.407092 0.381469 0.164
ATP1B1 0.383307 0.372239 0.164
GZMB 0.366968 0.365788 0.164
GRINL1A 0.383540 0.371802 0.1642
AGAP3 0.319297 0.345626 0.1643
LOC100272146 0.413560 0.383543 0.1643
PRRG4 0.340908 0.355537 0.1644
MATK 0.321120 0.345732 0.1646
LOC100128822 0.409622 0.385220 0.1648
TRRAP 0.359663 0.362304 0.1648
RABGAP1L 0.372431 0.366272 0.1649
TARP 0.340420 0.353258 0.1649
HERC2 0.404687 0.381485 0.165
LOC284454 0.390825 0.375787 0.165
C15orf37 0.383292 0.374115 0.1651
CLTCL1 0.334717 0.350986 0.1651
SAMD4A 0.387926 0.375889 0.1651
SPIN3 0.406387 0.380805 0.1652
FAM70A 0.410606 0.383315 0.1653
FGGY 0.422861 0.391292 0.1653
HIST1H3D 0.378849 0.371323 0.1653
DHRS11 0.385059 0.374667 0.1654
APAF1 0.330812 0.351529 0.1655
C10orf11 0.390509 0.376046 0.1655
CPEB4 0.364415 0.364145 0.1655
FXN 0.373659 0.368619 0.1657
SOCS3 0.301522 0.334927 0.1657
CHST2 0.380127 0.373010 0.1659
PPP1R3E 0.362720 0.364349 0.1659
TDRKH 0.480303 0.407607 0.1659
CRSP8P 0.356437 0.359871 0.1661
RUNDC2C 0.385968 0.377111 0.1661
IGJ 0.365155 0.368682 0.1662
WHAMML1 0.394148 0.377207 0.1662
ARL2 0.397571 0.379357 0.1663
CD72 0.383274 0.372139 0.1663
CFL2 0.396912 0.377991 0.1663
PBXIP1 0.378513 0.370209 0.1663
INTS2 0.346845 0.356092 0.1667
C19orf51 0.336353 0.355182 0.1669
MAP3K9 0.384218 0.374712 0.1669
TRIM44 0.377327 0.370897 0.167
CCDC7 0.415247 0.385573 0.1671
CDK5RAP1 0.371284 0.367787 0.1671
PECI 0.360797 0.366432 0.1671
RIT1 0.335124 0.353079 0.1671
FADS3 0.362124 0.364566 0.1672
NCOA6 0.387457 0.375822 0.1672
PTMS 0.353469 0.367136 0.1672
TNNC2 0.370638 0.367481 0.1672
C1GALT1C1 0.346832 0.357987 0.1673
RPP21 0.346398 0.359937 0.1673
TSC22D4 0.377948 0.375103 0.1673
ACSF3 0.418991 0.389372 0.1675
FLJ46906 0.322313 0.347691 0.1675
CBS 0.375922 0.371769 0.1676
CKB 0.409763 0.383748 0.1676
CDH26 0.380188 0.375484 0.1677
PHF10 0.355636 0.364441 0.1677
CTSG 0.316756 0.346409 0.1678
ICOSLG 0.290817 0.330508 0.1679
ITGB3 0.420236 0.389411 0.168
VDAC2 0.399192 0.380398 0.168
RPS4Y2 0.339785 0.357129 0.1681
WDR73 0.405661 0.384063 0.1681
RPL10 0.389509 0.378224 0.1682
ZNF138 0.359048 0.366382 0.1682
C12orf43 0.359057 0.364020 0.1683
HAL 0.350912 0.360113 0.1683
NCOR1 0.369535 0.368909 0.1683
RPS2 0.422366 0.389544 0.1683
THAP3 0.390173 0.380684 0.1683
LTA4H 0.385633 0.374789 0.1684
NRG2 0.401206 0.383352 0.1684
MMEL1 0.382524 0.373788 0.1686
CACNA2D2 0.408197 0.385512 0.1689
ERCC3 0.409248 0.384535 0.1689
EEFSEC 0.397222 0.380583 0.169
FAM179B 0.356211 0.362225 0.169
GDI2 0.409543 0.385199 0.1692
IQSEC3 0.361270 0.365691 0.1693
THRA 0.284295 0.330690 0.1693
NDUFA10 0.379446 0.372205 0.1694
ZNF81 0.372903 0.371498 0.1694
KCNK7 0.408630 0.384644 0.1695
PPCDC 0.362001 0.366139 0.1698
KSR1 0.398050 0.379931 0.1699
NCOR2 0.450812 0.401823 0.1699
SLC2A14 0.379406 0.377209 0.1699
SSBP2 0.401982 0.383640 0.1699
CSNK1A1L 0.350394 0.363028 0.17
PDE4D 0.433260 0.396464 0.17
PROK2 0.342084 0.357340 0.17
SLC3A1 0.414590 0.387731 0.1702
KCNH7 0.360847 0.366438 0.1703
BBS4 0.333389 0.355446 0.1704
DBF4B 0.407147 0.388167 0.1706
KCNMA1 0.396921 0.381526 0.1707
GAS1 0.328496 0.355159 0.1711
NSA2 0.348104 0.363211 0.1711
WDR60 0.343067 0.362400 0.1711
C3 0.374820 0.372920 0.1712
DOCK7 0.347620 0.362167 0.1712
LOC100526820 0.403101 0.383654 0.1712
